Time[ms],Realtime Tick,Goal Position,Present Position
16073,15858,3016,3017
16113,15898,3016,3017
16153,15938,3016,3017
16193,15978,3016,3017
16233,16018,3016,3017
16272,16057,3016,3017
16313,16098,3016,3017
16352,16137,3016,3017
16392,16177,3016,3017
16432,16217,3016,3017
16473,16258,3016,3017
16513,16298,3016,3017
16552,16337,3016,3017
16593,16378,3016,3017
16633,16418,3016,3017
16673,16458,3016,3017
16713,16498,3016,3017
16753,16538,3016,3017
16792,16577,3016,3017
16833,16618,3016,3017
16873,16658,3016,3017
16912,16697,3016,3017
16952,16737,3016,3017
16993,16778,3016,3017
17032,16817,2872,3016
17073,16858,2872,2955
17132,16917,2872,2902
17172,16957,2872,2894
17213,16998,2872,2893
17253,17038,2872,2891
17293,17078,2872,2890
17333,17118,2872,2890
17373,17158,2872,2890
17413,17198,2872,2890
17452,17237,2872,2890
17492,17277,2872,2890
17533,17318,2872,2890
17572,17357,2872,2890
17612,17397,2872,2890
17652,17437,2872,2890
17692,17477,2872,2890
17732,17517,2872,2890
17772,17557,2872,2890
17812,17597,2872,2890
17852,17637,2872,2890
17892,17677,2872,2889
17932,17717,2872,2889
17972,17757,2872,2889
18012,17797,2872,2888
18052,17837,2872,2888
18092,17877,2872,2888
18132,17917,2872,2888
18172,17957,2872,2888
18212,17997,2872,2888
18252,18037,2872,2888
18292,18077,2872,2888
18332,18117,2872,2888
18372,18157,2872,2888
18412,18197,2872,2888
18452,18237,2872,2888
18492,18277,2872,2886
18532,18317,2872,2885
18572,18357,2872,2884
18612,18397,2872,2884
18652,18437,2872,2884
18692,18477,2872,2883
18732,18517,2872,2883
18772,18557,2872,2883
18827,18612,2738,2877
18852,18637,2738,2841
18892,18677,2738,2773
18952,18737,2738,2731
18992,18777,2738,2728
19032,18817,2738,2722
19073,18858,2738,2722
19113,18898,2738,2722
19152,18937,2738,2723
19192,18977,2738,2723
19232,19017,2738,2723
19272,19057,2738,2723
19312,19097,2738,2723
19352,19137,2738,2723
19393,19178,2738,2723
19433,19218,2738,2723
19473,19258,2738,2723
19512,19297,2738,2723
19552,19337,2738,2723
19593,19378,2738,2723
19632,19417,2738,2723
19672,19457,2738,2723
19712,19497,2738,2723
19753,19538,2738,2723
19792,19577,2738,2723
19832,19617,2738,2723
19872,19657,2738,2723
19913,19698,2738,2723
19953,19738,2738,2724
19993,19778,2738,2724
20032,19817,2738,2724
20072,19857,2738,2724
20112,19897,2738,2724
20152,19937,2738,2724
20193,19978,2738,2724
20232,20017,2738,2724
20273,20058,2738,2724
20312,20097,2738,2724
20352,20137,2738,2724
20392,20177,2738,2724
20432,20217,2738,2724
20473,20258,2738,2724
20513,20298,2738,2724
20553,20338,2738,2724
20593,20378,2738,2724
20632,20417,2738,2724
20673,20458,2738,2724
20712,20497,2738,2724
20753,20538,2738,2724
20793,20578,2738,2724
20833,20618,2738,2724
20873,20658,2738,2724
20895,20680,2738,2724
20932,20717,2738,2724
20972,20757,2738,2724
21012,20797,2738,2724
21052,20837,2738,2724
21092,20877,2738,2724
21132,20917,2738,2725
21172,20957,2738,2724
21212,20997,2738,2725
21253,21038,2738,2725
21292,21077,2738,2725
21333,21118,2738,2725
21372,21157,2738,2725
21412,21197,2738,2725
21452,21237,2738,2725
21492,21277,2738,2725
21532,21317,2738,2725
21555,21340,2738,2725
21592,21377,2738,2725
21615,21400,2738,2725
21652,21437,2738,2725
21692,21477,2738,2725
21715,21500,2738,2725
21752,21537,2738,2725
21792,21577,2738,2726
21832,21617,2738,2727
21872,21657,2738,2727
21912,21697,2738,2727
21952,21737,2738,2727
21992,21777,2738,2727
22032,21817,2738,2728
22072,21857,2738,2728
22112,21897,2738,2729
22152,21937,2738,2730
22192,21977,2738,2730
22232,22017,2738,2730
22272,22057,2738,2730
22313,22098,2738,2730
22352,22137,2738,2730
22392,22177,2738,2730
22432,22217,2738,2730
22472,22257,2738,2730
22512,22297,2738,2730
22552,22337,2738,2730
22592,22377,2738,2730
22632,22417,2738,2730
22671,22456,2738,2730
22712,22497,2738,2730
22752,22537,2738,2730
22792,22577,2738,2730
22832,22617,2738,2730
22872,22657,2738,2730
22895,22680,2738,2730
22931,22716,2738,2730
22972,22757,2738,2730
23012,22797,2738,2730
23052,22837,2738,2730
23092,22877,2738,2730
23132,22917,2738,2730
23172,22957,2738,2730
23212,22997,2738,2730
23252,23037,2738,2731
23292,23077,2738,2734
23315,23100,2738,2736
23352,23137,2738,2738
23391,23176,2738,2738
23432,23217,2738,2738
23455,23240,2738,2738
23492,23277,2738,2738
23532,23317,2738,2738
23572,23357,2738,2738
23611,23396,2738,2738
23652,23437,2738,2738
23692,23477,2738,2738
23731,23516,2738,2738
23772,23557,2738,2738
23812,23597,2738,2738
23852,23637,2738,2738
23891,23676,2738,2738
23932,23717,2738,2738
23971,23756,2738,2738
24012,23797,2738,2738
24052,23837,2738,2738
24091,23876,2738,2738
24132,23917,2738,2738
24172,23957,2738,2738
24212,23997,2738,2738
24252,24037,2738,2738
24292,24077,2738,2738
24332,24117,2738,2738
24372,24157,2738,2738
24412,24197,2738,2738
24452,24237,2738,2738
24475,24260,2738,2738
24512,24297,2738,2738
24535,24320,2738,2738
24571,24356,2738,2738
