time,B2C_reference,B2C_state,C2F_reference,C2F_state,F2T_reference,F2T_state,T2E_reference,T2E_state,wristH_reference,wristH_state,wristV_reference,wristV_state,driving_reference,driving_state,
-57397.5,0,-0.115049,0,-0.480136,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57377.5,0,-0.115049,0,-0.480136,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57357.5,0,-0.115049,0,-0.480136,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57337.5,0,-0.115049,0,-0.480136,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57317.5,0,-0.115049,0,-0.48167,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57297.5,0,-0.115049,0,-0.48167,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57276.9,0,-0.115049,0,-0.48167,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57257.5,0,-0.115049,0,-0.48167,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57237.5,0,-0.115049,0,-0.48167,0,1.92858,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57217.5,0,-0.115049,0,-0.480136,0,1.93011,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57197.5,0,-0.115049,0,-0.480136,0,1.93011,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57177.5,0,-0.115049,0,-0.480136,0,1.93011,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57157.5,0,-0.115049,0,-0.480136,0,1.93011,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57137.5,0,-0.115049,0,-0.480136,0,1.93011,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
-57117.5,0,-0.115049,0,-0.480136,0,1.93011,0,-0.109279,0,0.676486,0,0.0138058,0,2.0448,
