time,B2C_reference,B2C_state,C2F_reference,C2F_state,F2T_reference,F2T_state,T2E_reference,T2E_state,wristH_reference,wristH_state,wristV_reference,wristV_state,driving_reference,driving_state,
14639.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.02062,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14659.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.02062,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14679.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.02062,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14699.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.02062,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14719.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14739.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14759.6,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14779.6,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14799.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14819.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14839.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14859.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14879.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14899.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14919.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14939.8,-0.227029,-0.227029,-0.423379,-0.424913,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14959.8,-0.227029,-0.227029,-0.423379,-0.424913,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14979.8,-0.227029,-0.227029,-0.423379,-0.424913,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
14999.7,-0.227029,-0.227029,-0.423379,-0.424913,2.02062,2.01908,0.180643,0.182177,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15019.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.180643,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.664214,
15039.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.180643,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.664214,
15059.8,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.180643,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.664214,
15079.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.180643,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.664214,
15099.6,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.180643,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.664214,
15119.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.17144,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15139.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.17144,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15159.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.17144,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15179.8,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.17144,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15199.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.180643,0.17144,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15219.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15239.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15259.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15279.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15299.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15319.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15339.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15359.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15379.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15399.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15419.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15439.6,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15459.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15479.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15499.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15519.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15539.7,-0.227029,-0.225495,-0.423379,-0.423379,2.02062,2.01602,0.169906,0.169906,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15559.7,-0.227029,-0.227029,-0.423379,-0.424913,2.02062,2.01908,0.169906,0.168372,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15579.7,-0.227029,-0.227029,-0.423379,-0.424913,2.02062,2.01908,0.169906,0.168372,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15599.7,-0.227029,-0.227029,-0.423379,-0.424913,2.02062,2.01908,0.169906,0.168372,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15619.6,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01755,0.169906,0.168372,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15639.7,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01755,0.169906,0.168372,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
15659.6,-0.227029,-0.227029,-0.423379,-0.423379,2.02062,2.01755,0.169906,0.168372,0.343612,0.343612,-0.0122718,-0.0122718,-0.66268,-0.66268,
