time,B2C_reference,B2C_state,C2F_reference,C2F_state,F2T_reference,F2T_state,T2E_reference,T2E_state,wristH_reference,wristH_state,wristV_reference,wristV_state,driving_reference,driving_state,
14608.3,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14628.4,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14648.4,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14668.4,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14688.5,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14708.5,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14728.4,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14748.4,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14768.4,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14788.4,-0.0889709,-0.0889709,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14808.4,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14828.4,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14848.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14868.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14888.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90557,-0.261143,-0.261143,0.527689,0.527689,0,0,0.745515,0.745515,
14908.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.267279,0.527689,0.526155,0,0,0.745515,0.745515,
14928.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.267279,0.527689,0.526155,0,0,0.745515,0.745515,
14948.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.267279,0.527689,0.526155,0,0,0.745515,0.745515,
14968.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.267279,0.527689,0.526155,0,0,0.745515,0.745515,
14988.4,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.267279,0.527689,0.526155,0,0,0.745515,0.745515,
15008.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.265745,0.527689,0.526155,0,0,0.745515,0.745515,
15028.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.265745,0.527689,0.526155,0,0,0.745515,0.745515,
15048.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.265745,0.527689,0.526155,0,0,0.745515,0.745515,
15068.5,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.265745,0.527689,0.526155,0,0,0.745515,0.745515,
15088.3,-0.0889709,-0.0920388,-0.0690291,-0.0690291,1.90557,1.90864,-0.261143,-0.264211,0.527689,0.524621,0,0,0.745515,0.745515,
